,Sampling Time,Direction
767,2024-02-25 16:05:01,Left
768,2024-02-25 16:05:01,Left
769,2024-02-25 16:05:01,Left
770,2024-02-25 16:05:02,Left
771,2024-02-25 16:05:02,Straight
772,2024-02-25 16:05:02,Left
773,2024-02-25 16:05:03,Left
774,2024-02-25 16:05:03,Left
775,2024-02-25 16:05:03,Straight
776,2024-02-25 16:05:04,Straight
777,2024-02-25 16:05:04,Left
778,2024-02-25 16:05:04,Left
779,2024-02-25 16:05:05,Left
780,2024-02-25 16:05:05,Left
781,2024-02-25 16:05:05,Left
782,2024-02-25 16:05:06,Left
783,2024-02-25 16:05:06,Left
784,2024-02-25 16:05:06,Left
785,2024-02-25 16:05:07,Straight
786,2024-02-25 16:05:07,Straight
787,2024-02-25 16:05:07,Straight
788,2024-02-25 16:05:08,Left
789,2024-02-25 16:05:08,Left
790,2024-02-25 16:05:08,Left
791,2024-02-25 16:05:09,Left
792,2024-02-25 16:05:09,Straight
793,2024-02-25 16:05:09,Straight
794,2024-02-25 16:05:10,Straight
795,2024-02-25 16:05:10,Straight
796,2024-02-25 16:05:10,Straight
797,2024-02-25 16:05:11,Left
798,2024-02-25 16:05:11,Left
799,2024-02-25 16:05:11,Left
800,2024-02-25 16:05:12,Straight
801,2024-02-25 16:05:12,Straight
802,2024-02-25 16:05:12,Straight
803,2024-02-25 16:05:13,Straight
804,2024-02-25 16:05:13,Left
805,2024-02-25 16:05:13,Left
806,2024-02-25 16:05:14,Left
807,2024-02-25 16:05:14,Left
808,2024-02-25 16:05:14,Left
809,2024-02-25 16:05:15,Left
810,2024-02-25 16:05:15,Left
811,2024-02-25 16:05:15,Left
812,2024-02-25 16:05:16,Left
813,2024-02-25 16:05:16,Straight
814,2024-02-25 16:05:16,Left
815,2024-02-25 16:05:17,Left
816,2024-02-25 16:05:17,Left
817,2024-02-25 16:05:17,Left
818,2024-02-25 16:05:18,Left
819,2024-02-25 16:05:18,Left
820,2024-02-25 16:05:18,Left
821,2024-02-25 16:05:19,Straight
822,2024-02-25 16:05:19,Left
823,2024-02-25 16:05:19,Straight
824,2024-02-25 16:05:20,Left
825,2024-02-25 16:05:20,Left
826,2024-02-25 16:05:20,Left
827,2024-02-25 16:05:20,Left
828,2024-02-25 16:05:21,Left
829,2024-02-25 16:05:21,Left
830,2024-02-25 16:05:21,Left
831,2024-02-25 16:05:22,Left
832,2024-02-25 16:05:22,Left
833,2024-02-25 16:05:22,Straight
834,2024-02-25 16:05:23,Straight
835,2024-02-25 16:05:23,Straight
836,2024-02-25 16:05:23,Straight
837,2024-02-25 16:05:24,Left
838,2024-02-25 16:05:24,Left
839,2024-02-25 16:05:24,Left
840,2024-02-25 16:05:25,Left
841,2024-02-25 16:05:25,Left
842,2024-02-25 16:05:25,Straight
843,2024-02-25 16:05:26,Left
844,2024-02-25 16:05:26,Left
845,2024-02-25 16:05:26,Left
846,2024-02-25 16:05:27,Left
847,2024-02-25 16:05:27,Straight
848,2024-02-25 16:05:27,Left
849,2024-02-25 16:05:28,Left
850,2024-02-25 16:05:28,Left
851,2024-02-25 16:05:28,Left
852,2024-02-25 16:05:29,Left
853,2024-02-25 16:05:29,Left
854,2024-02-25 16:05:29,Left
855,2024-02-25 16:05:30,Left
856,2024-02-25 16:05:30,Left
857,2024-02-25 16:05:30,Left
858,2024-02-25 16:05:31,Left
859,2024-02-25 16:05:31,Left
860,2024-02-25 16:05:31,Left
861,2024-02-25 16:05:32,Left
862,2024-02-25 16:05:32,Left
863,2024-02-25 16:05:32,Left
864,2024-02-25 16:05:33,Left
865,2024-02-25 16:05:33,Left
866,2024-02-25 16:05:33,Straight
867,2024-02-25 16:05:34,Left
868,2024-02-25 16:05:34,Left
869,2024-02-25 16:05:34,Left
870,2024-02-25 16:05:35,Left
871,2024-02-25 16:05:35,Left
872,2024-02-25 16:05:35,Left
873,2024-02-25 16:05:36,Left
874,2024-02-25 16:05:36,Left
875,2024-02-25 16:05:36,Left
876,2024-02-25 16:05:37,Left
877,2024-02-25 16:05:37,Left
878,2024-02-25 16:05:37,Left
879,2024-02-25 16:05:38,Left
880,2024-02-25 16:05:38,Left
881,2024-02-25 16:05:38,Left
882,2024-02-25 16:05:39,Left
883,2024-02-25 16:05:39,Left
884,2024-02-25 16:05:39,Left
885,2024-02-25 16:05:40,Left
886,2024-02-25 16:05:40,Left
887,2024-02-25 16:05:40,Left
888,2024-02-25 16:05:41,Left
889,2024-02-25 16:05:41,Left
890,2024-02-25 16:05:41,Left
891,2024-02-25 16:05:42,Left
892,2024-02-25 16:05:42,Left
893,2024-02-25 16:05:42,Left
894,2024-02-25 16:05:43,Left
895,2024-02-25 16:05:43,Left
896,2024-02-25 16:05:43,Left
897,2024-02-25 16:05:44,Straight
898,2024-02-25 16:05:44,Left
899,2024-02-25 16:05:44,Straight
900,2024-02-25 16:05:45,Straight
901,2024-02-25 16:05:45,Left
902,2024-02-25 16:05:45,Straight
903,2024-02-25 16:05:46,Left
904,2024-02-25 16:05:46,Left
905,2024-02-25 16:05:46,Left
906,2024-02-25 16:05:47,Left
907,2024-02-25 16:05:47,Left
908,2024-02-25 16:05:47,Left
909,2024-02-25 16:05:48,Left
910,2024-02-25 16:05:48,Straight
911,2024-02-25 16:05:48,Left
912,2024-02-25 16:05:49,Left
913,2024-02-25 16:05:49,Left
914,2024-02-25 16:05:49,Left
915,2024-02-25 16:05:50,Straight
916,2024-02-25 16:05:50,Left
917,2024-02-25 16:05:50,Left
918,2024-02-25 16:05:51,Left
919,2024-02-25 16:05:51,Left
920,2024-02-25 16:05:51,Left
921,2024-02-25 16:05:52,Left
922,2024-02-25 16:05:52,Left
923,2024-02-25 16:05:52,Left
924,2024-02-25 16:05:53,Left
925,2024-02-25 16:05:53,Left
926,2024-02-25 16:05:53,Left
927,2024-02-25 16:05:54,Left
928,2024-02-25 16:05:54,Left
929,2024-02-25 16:05:54,Left
930,2024-02-25 16:05:55,Left
931,2024-02-25 16:05:55,Straight
932,2024-02-25 16:05:55,Left
933,2024-02-25 16:05:56,Left
934,2024-02-25 16:05:56,Left
935,2024-02-25 16:05:56,Left
936,2024-02-25 16:05:57,Left
937,2024-02-25 16:05:57,Left
938,2024-02-25 16:05:57,Left
939,2024-02-25 16:05:58,Left
940,2024-02-25 16:05:58,Left
941,2024-02-25 16:05:58,Left
942,2024-02-25 16:05:59,Left
943,2024-02-25 16:05:59,Left
944,2024-02-25 16:05:59,Left
945,2024-02-25 16:06:00,Left
946,2024-02-25 16:06:00,Left
947,2024-02-25 16:06:00,Left
948,2024-02-25 16:06:01,Left
949,2024-02-25 16:06:01,Left
950,2024-02-25 16:06:01,Left
951,2024-02-25 16:06:02,Left
952,2024-02-25 16:06:02,Left
953,2024-02-25 16:06:02,Left
954,2024-02-25 16:06:03,Left
955,2024-02-25 16:06:03,Straight
956,2024-02-25 16:06:03,Left
957,2024-02-25 16:06:04,Left
958,2024-02-25 16:06:04,Left
959,2024-02-25 16:06:04,Left
960,2024-02-25 16:06:05,Left
961,2024-02-25 16:06:05,Straight
962,2024-02-25 16:06:05,Left
963,2024-02-25 16:06:06,Left
964,2024-02-25 16:06:06,Left
965,2024-02-25 16:06:06,Left
966,2024-02-25 16:06:07,Left
967,2024-02-25 16:06:07,Left
968,2024-02-25 16:06:07,Left
969,2024-02-25 16:06:08,Left
970,2024-02-25 16:06:08,Left
971,2024-02-25 16:06:08,Left
972,2024-02-25 16:06:09,Left
973,2024-02-25 16:06:09,Left
974,2024-02-25 16:06:09,Left
975,2024-02-25 16:06:10,Left
976,2024-02-25 16:06:10,Left
977,2024-02-25 16:06:10,Left
978,2024-02-25 16:06:11,Left
979,2024-02-25 16:06:11,Straight
980,2024-02-25 16:06:11,Left
981,2024-02-25 16:06:12,Left
982,2024-02-25 16:06:12,Straight
983,2024-02-25 16:06:12,Straight
984,2024-02-25 16:06:13,Straight
985,2024-02-25 16:06:13,Straight
986,2024-02-25 16:06:13,Straight
987,2024-02-25 16:06:14,Straight
988,2024-02-25 16:06:14,Left
989,2024-02-25 16:06:14,Straight
990,2024-02-25 16:06:15,Straight
991,2024-02-25 16:06:15,Straight
992,2024-02-25 16:06:15,Left
993,2024-02-25 16:06:16,Left
994,2024-02-25 16:06:16,Left
995,2024-02-25 16:06:16,Left
996,2024-02-25 16:06:17,Left
997,2024-02-25 16:06:17,Left
998,2024-02-25 16:06:17,Left
999,2024-02-25 16:06:18,Left
1000,2024-02-25 16:06:18,Left
1001,2024-02-25 16:06:18,Left
1002,2024-02-25 16:06:19,Left
1003,2024-02-25 16:06:19,Left
1004,2024-02-25 16:06:19,Left
1005,2024-02-25 16:06:20,Left
1006,2024-02-25 16:06:20,Straight
1007,2024-02-25 16:06:20,Left
1008,2024-02-25 16:06:20,Left
1009,2024-02-25 16:06:21,Left
1010,2024-02-25 16:06:21,Straight
1011,2024-02-25 16:06:21,Left
1012,2024-02-25 16:06:22,Left
1013,2024-02-25 16:06:22,Left
1014,2024-02-25 16:06:22,Left
1015,2024-02-25 16:06:23,Left
1016,2024-02-25 16:06:23,Left
1017,2024-02-25 16:06:23,Left
1018,2024-02-25 16:06:24,Left
1019,2024-02-25 16:06:24,Left
1020,2024-02-25 16:06:24,Left
1021,2024-02-25 16:06:25,Left
1022,2024-02-25 16:06:25,Left
1023,2024-02-25 16:06:25,Left
1024,2024-02-25 16:06:26,Left
1025,2024-02-25 16:06:26,Left
1026,2024-02-25 16:06:26,Left
1027,2024-02-25 16:06:27,Left
1028,2024-02-25 16:06:27,Left
1029,2024-02-25 16:06:27,Left
1030,2024-02-25 16:06:28,Left
1031,2024-02-25 16:06:28,Left
1032,2024-02-25 16:06:28,Left
1033,2024-02-25 16:06:29,Left
1034,2024-02-25 16:06:29,Left
1035,2024-02-25 16:06:29,Left
1036,2024-02-25 16:06:30,Left
1037,2024-02-25 16:06:30,Left
1038,2024-02-25 16:06:30,Left
1039,2024-02-25 16:06:31,Left
1040,2024-02-25 16:06:31,Left
1041,2024-02-25 16:06:31,Left
1042,2024-02-25 16:06:32,Left
1043,2024-02-25 16:06:32,Straight
1044,2024-02-25 16:06:32,Straight
1045,2024-02-25 16:06:33,Straight
1046,2024-02-25 16:06:33,Left
1047,2024-02-25 16:06:33,Left
1048,2024-02-25 16:06:34,Left
1049,2024-02-25 16:06:34,Left
1050,2024-02-25 16:06:34,Left
1051,2024-02-25 16:06:35,Left
1052,2024-02-25 16:06:35,Left
1053,2024-02-25 16:06:35,Left
1054,2024-02-25 16:06:36,Left
1055,2024-02-25 16:06:36,Left
1056,2024-02-25 16:06:36,Left
1057,2024-02-25 16:06:37,Left
1058,2024-02-25 16:06:37,Left
1059,2024-02-25 16:06:37,Left
1060,2024-02-25 16:06:38,Left
1061,2024-02-25 16:06:38,Left
1062,2024-02-25 16:06:38,Left
1063,2024-02-25 16:06:39,Left
1064,2024-02-25 16:06:39,Left
1065,2024-02-25 16:06:39,Left
1066,2024-02-25 16:06:40,Left
1067,2024-02-25 16:06:40,Left
1068,2024-02-25 16:06:40,Left
1069,2024-02-25 16:06:41,Left
1070,2024-02-25 16:06:41,Left
1071,2024-02-25 16:06:41,Straight
1072,2024-02-25 16:06:42,Straight
1073,2024-02-25 16:06:42,Left
1074,2024-02-25 16:06:42,Left
1075,2024-02-25 16:06:43,Left
1076,2024-02-25 16:06:43,Left
1077,2024-02-25 16:06:43,Left
1078,2024-02-25 16:06:44,Left
1079,2024-02-25 16:06:44,Left
1080,2024-02-25 16:06:44,Left
1081,2024-02-25 16:06:45,Straight
1082,2024-02-25 16:06:45,Left
1083,2024-02-25 16:06:45,Straight
1084,2024-02-25 16:06:46,Straight
1085,2024-02-25 16:06:46,Left
1086,2024-02-25 16:06:46,Left
1087,2024-02-25 16:06:47,Left
1088,2024-02-25 16:06:47,Left
1089,2024-02-25 16:06:47,Left
1090,2024-02-25 16:06:48,Left
1091,2024-02-25 16:06:48,Straight
1092,2024-02-25 16:06:48,Straight
1093,2024-02-25 16:06:49,Left
1094,2024-02-25 16:06:49,Left
1095,2024-02-25 16:06:49,Left
1096,2024-02-25 16:06:50,Left
1097,2024-02-25 16:06:50,Left
1098,2024-02-25 16:06:50,Straight
1099,2024-02-25 16:06:51,Left
1100,2024-02-25 16:06:51,Left
1101,2024-02-25 16:06:51,Left
1102,2024-02-25 16:06:52,Left
1103,2024-02-25 16:06:52,Left
1104,2024-02-25 16:06:52,Straight
1105,2024-02-25 16:06:53,Straight
1106,2024-02-25 16:06:53,Left
1107,2024-02-25 16:06:53,Left
1108,2024-02-25 16:06:54,Left
1109,2024-02-25 16:06:54,Left
1110,2024-02-25 16:06:54,Left
1111,2024-02-25 16:06:55,Left
1112,2024-02-25 16:06:55,Left
1113,2024-02-25 16:06:55,Left
1114,2024-02-25 16:06:56,Left
1115,2024-02-25 16:06:56,Left
1116,2024-02-25 16:06:56,Left
1117,2024-02-25 16:06:57,Straight
1118,2024-02-25 16:06:57,Straight
1119,2024-02-25 16:06:57,Left
1120,2024-02-25 16:06:58,Straight
1121,2024-02-25 16:06:58,Left
1122,2024-02-25 16:06:58,Left
1123,2024-02-25 16:06:59,Left
1124,2024-02-25 16:06:59,Left
1125,2024-02-25 16:06:59,Left
1126,2024-02-25 16:07:00,Straight
1127,2024-02-25 16:07:00,Left
1128,2024-02-25 16:07:00,Left
1129,2024-02-25 16:07:01,Left
1130,2024-02-25 16:07:01,Left
1131,2024-02-25 16:07:01,Left
1132,2024-02-25 16:07:02,Left
1133,2024-02-25 16:07:02,Left
1134,2024-02-25 16:07:02,Left
1135,2024-02-25 16:07:03,Left
1136,2024-02-25 16:07:03,Left
1137,2024-02-25 16:07:03,Left
1138,2024-02-25 16:07:04,Left
1139,2024-02-25 16:07:04,Left
1140,2024-02-25 16:07:04,Left
1141,2024-02-25 16:07:05,Left
1142,2024-02-25 16:07:05,Left
1143,2024-02-25 16:07:05,Left
1144,2024-02-25 16:07:06,Left
1145,2024-02-25 16:07:06,Left
1146,2024-02-25 16:07:06,Left
1147,2024-02-25 16:07:07,Straight
1148,2024-02-25 16:07:07,Left
1149,2024-02-25 16:07:07,Straight
1150,2024-02-25 16:07:08,Left
1151,2024-02-25 16:07:08,Left
1152,2024-02-25 16:07:08,Left
1153,2024-02-25 16:07:09,Left
1154,2024-02-25 16:07:09,Left
1155,2024-02-25 16:07:09,Left
1156,2024-02-25 16:07:10,Left
1157,2024-02-25 16:07:10,Straight
1158,2024-02-25 16:07:10,Left
1159,2024-02-25 16:07:11,Left
1160,2024-02-25 16:07:11,Straight
1161,2024-02-25 16:07:11,Straight
1162,2024-02-25 16:07:12,Left
1163,2024-02-25 16:07:12,Straight
1164,2024-02-25 16:07:12,Straight
1165,2024-02-25 16:07:13,Straight
1166,2024-02-25 16:07:13,Left
1167,2024-02-25 16:07:13,Left
1168,2024-02-25 16:07:14,Left
1169,2024-02-25 16:07:14,Left
1170,2024-02-25 16:07:14,Left
1171,2024-02-25 16:07:15,Left
1172,2024-02-25 16:07:15,Left
1173,2024-02-25 16:07:15,Left
1174,2024-02-25 16:07:16,Left
1175,2024-02-25 16:07:16,Left
1176,2024-02-25 16:07:16,Left
1177,2024-02-25 16:07:17,Left
1178,2024-02-25 16:07:17,Left
1179,2024-02-25 16:07:17,Left
1180,2024-02-25 16:07:18,Left
1181,2024-02-25 16:07:18,Left
1182,2024-02-25 16:07:18,Left
1183,2024-02-25 16:07:19,Left
1184,2024-02-25 16:07:19,Left
1185,2024-02-25 16:07:19,Left
1186,2024-02-25 16:07:20,Left
1187,2024-02-25 16:07:20,Left
1188,2024-02-25 16:07:20,Straight
1189,2024-02-25 16:07:20,Straight
1190,2024-02-25 16:07:21,Left
1191,2024-02-25 16:07:21,Left
1192,2024-02-25 16:07:21,Left
1193,2024-02-25 16:07:22,Straight
1194,2024-02-25 16:07:22,Left
1195,2024-02-25 16:07:22,Left
1196,2024-02-25 16:07:23,Left
1197,2024-02-25 16:07:23,Left
1198,2024-02-25 16:07:23,Left
1199,2024-02-25 16:07:24,Left
1200,2024-02-25 16:07:24,Left
1201,2024-02-25 16:07:24,Left
1202,2024-02-25 16:07:25,Left
1203,2024-02-25 16:07:25,Straight
1204,2024-02-25 16:07:25,Straight
1205,2024-02-25 16:07:26,Left
1206,2024-02-25 16:07:26,Straight
1207,2024-02-25 16:07:26,Left
1208,2024-02-25 16:07:27,Left
1209,2024-02-25 16:07:27,Straight
1210,2024-02-25 16:07:27,Left
1211,2024-02-25 16:07:28,Straight
1212,2024-02-25 16:07:28,Straight
1213,2024-02-25 16:07:28,Straight
1214,2024-02-25 16:07:29,Left
1215,2024-02-25 16:07:29,Left
1216,2024-02-25 16:07:29,Left
1217,2024-02-25 16:07:30,Left
1218,2024-02-25 16:07:30,Left
1219,2024-02-25 16:07:30,Left
1220,2024-02-25 16:07:31,Left
1221,2024-02-25 16:07:31,Left
1222,2024-02-25 16:07:31,Left
1223,2024-02-25 16:07:32,Left
1224,2024-02-25 16:07:32,Left
1225,2024-02-25 16:07:32,Left
1226,2024-02-25 16:07:33,Left
1227,2024-02-25 16:07:33,Left
1228,2024-02-25 16:07:33,Left
1229,2024-02-25 16:07:34,Left
1230,2024-02-25 16:07:34,Left
1231,2024-02-25 16:07:34,Straight
1232,2024-02-25 16:07:35,Left
1233,2024-02-25 16:07:35,Left
1234,2024-02-25 16:07:35,Left
1235,2024-02-25 16:07:36,Left
1236,2024-02-25 16:07:36,Left
1237,2024-02-25 16:07:36,Left
1238,2024-02-25 16:07:37,Left
1239,2024-02-25 16:07:37,Left
1240,2024-02-25 16:07:37,Left
1241,2024-02-25 16:07:38,Left
1242,2024-02-25 16:07:38,Left
1243,2024-02-25 16:07:38,Left
1244,2024-02-25 16:07:39,Straight
1245,2024-02-25 16:07:39,Straight
1246,2024-02-25 16:07:39,Left
1247,2024-02-25 16:07:40,Left
1248,2024-02-25 16:07:40,Left
1249,2024-02-25 16:07:40,Left
1250,2024-02-25 16:07:41,Left
1251,2024-02-25 16:07:41,Left
1252,2024-02-25 16:07:41,Left
1253,2024-02-25 16:07:42,Left
1254,2024-02-25 16:07:42,Left
1255,2024-02-25 16:07:42,Left
1256,2024-02-25 16:07:43,Left
1257,2024-02-25 16:07:43,Left
1258,2024-02-25 16:07:43,Left
1259,2024-02-25 16:07:44,Left
1260,2024-02-25 16:07:44,Left
1261,2024-02-25 16:07:44,Left
1262,2024-02-25 16:07:45,Left
1263,2024-02-25 16:07:45,Left
1264,2024-02-25 16:07:45,Left
1265,2024-02-25 16:07:46,Left
1266,2024-02-25 16:07:46,Left
1267,2024-02-25 16:07:46,Left
1268,2024-02-25 16:07:47,Left
1269,2024-02-25 16:07:47,Straight
1270,2024-02-25 16:07:47,Left
1271,2024-02-25 16:07:48,Left
1272,2024-02-25 16:07:48,Straight
1273,2024-02-25 16:07:48,Left
1274,2024-02-25 16:07:49,Left
1275,2024-02-25 16:07:49,Left
1276,2024-02-25 16:07:49,Left
1277,2024-02-25 16:07:50,Left
1278,2024-02-25 16:07:50,Left
1279,2024-02-25 16:07:50,Straight
1280,2024-02-25 16:07:51,Left
1281,2024-02-25 16:07:51,Left
1282,2024-02-25 16:07:51,Left
1283,2024-02-25 16:07:52,Left
1284,2024-02-25 16:07:52,Left
1285,2024-02-25 16:07:52,Straight
1286,2024-02-25 16:07:53,Straight
1287,2024-02-25 16:07:53,Left
1288,2024-02-25 16:07:53,Left
1289,2024-02-25 16:07:54,Left
1290,2024-02-25 16:07:54,Left
1291,2024-02-25 16:07:54,Straight
1292,2024-02-25 16:07:55,Straight
1293,2024-02-25 16:07:55,Left
1294,2024-02-25 16:07:55,Left
1295,2024-02-25 16:07:56,Left
1296,2024-02-25 16:07:56,Left
1297,2024-02-25 16:07:56,Left
1298,2024-02-25 16:07:57,Left
1299,2024-02-25 16:07:57,Left
1300,2024-02-25 16:07:57,Left
1301,2024-02-25 16:07:58,Left
1302,2024-02-25 16:07:58,Left
1303,2024-02-25 16:07:58,Left
1304,2024-02-25 16:07:59,Left
1305,2024-02-25 16:07:59,Left
1306,2024-02-25 16:07:59,Left
1307,2024-02-25 16:08:00,Left
1308,2024-02-25 16:08:00,Left
1309,2024-02-25 16:08:00,Left
1310,2024-02-25 16:08:01,Straight
1311,2024-02-25 16:08:01,Left
1312,2024-02-25 16:08:01,Straight
1313,2024-02-25 16:08:02,Straight
1314,2024-02-25 16:08:02,Straight
1315,2024-02-25 16:08:02,Straight
1316,2024-02-25 16:08:03,Straight
1317,2024-02-25 16:08:03,Straight
1318,2024-02-25 16:08:03,Straight
1319,2024-02-25 16:08:04,Straight
1320,2024-02-25 16:08:04,Left
1321,2024-02-25 16:08:04,Left
1322,2024-02-25 16:08:05,Left
1323,2024-02-25 16:08:05,Left
1324,2024-02-25 16:08:05,Left
1325,2024-02-25 16:08:06,Left
1326,2024-02-25 16:08:06,Left
1327,2024-02-25 16:08:06,Left
1328,2024-02-25 16:08:07,Left
1329,2024-02-25 16:08:07,Left
1330,2024-02-25 16:08:07,Left
1331,2024-02-25 16:08:08,Left
1332,2024-02-25 16:08:08,Left
1333,2024-02-25 16:08:08,Left
1334,2024-02-25 16:08:09,Left
1335,2024-02-25 16:08:09,Left
1336,2024-02-25 16:08:09,Left
1337,2024-02-25 16:08:10,Left
1338,2024-02-25 16:08:10,Left
1339,2024-02-25 16:08:10,Left
1340,2024-02-25 16:08:11,Left
1341,2024-02-25 16:08:11,Left
1342,2024-02-25 16:08:11,Left
1343,2024-02-25 16:08:12,Left
1344,2024-02-25 16:08:12,Left
1345,2024-02-25 16:08:12,Left
1346,2024-02-25 16:08:13,Left
1347,2024-02-25 16:08:13,Left
1348,2024-02-25 16:08:13,Left
1349,2024-02-25 16:08:14,Left
1350,2024-02-25 16:08:14,Left
1351,2024-02-25 16:08:14,Left
1352,2024-02-25 16:08:15,Left
1353,2024-02-25 16:08:15,Left
1354,2024-02-25 16:08:15,Straight
1355,2024-02-25 16:08:16,Straight
1356,2024-02-25 16:08:16,Left
1357,2024-02-25 16:08:16,Left
1358,2024-02-25 16:08:17,Left
1359,2024-02-25 16:08:17,Left
1360,2024-02-25 16:08:17,Left
1361,2024-02-25 16:08:18,Left
1362,2024-02-25 16:08:18,Left
1363,2024-02-25 16:08:18,Left
1364,2024-02-25 16:08:19,Left
1365,2024-02-25 16:08:19,Left
1366,2024-02-25 16:08:19,Left
1367,2024-02-25 16:08:20,Left
1368,2024-02-25 16:08:20,Left
1369,2024-02-25 16:08:20,Left
1370,2024-02-25 16:08:20,Left
1371,2024-02-25 16:08:21,Left
1372,2024-02-25 16:08:21,Left
1373,2024-02-25 16:08:21,Left
1374,2024-02-25 16:08:22,Left
1375,2024-02-25 16:08:22,Left
1376,2024-02-25 16:08:22,Left
1377,2024-02-25 16:08:23,Left
1378,2024-02-25 16:08:23,Left
1379,2024-02-25 16:08:23,Left
1380,2024-02-25 16:08:24,Left
1381,2024-02-25 16:08:24,Straight
1382,2024-02-25 16:08:24,Left
1383,2024-02-25 16:08:25,Left
1384,2024-02-25 16:08:25,Left
1385,2024-02-25 16:08:25,Left
1386,2024-02-25 16:08:26,Left
1387,2024-02-25 16:08:26,Left
1388,2024-02-25 16:08:26,Left
1389,2024-02-25 16:08:27,Left
1390,2024-02-25 16:08:27,Left
1391,2024-02-25 16:08:27,Left
1392,2024-02-25 16:08:28,Left
1393,2024-02-25 16:08:28,Straight
1394,2024-02-25 16:08:28,Straight
1395,2024-02-25 16:08:29,Straight
1396,2024-02-25 16:08:29,Left
1397,2024-02-25 16:08:29,Left
1398,2024-02-25 16:08:30,Left
1399,2024-02-25 16:08:30,Left
1400,2024-02-25 16:08:30,Left
1401,2024-02-25 16:08:31,Left
1402,2024-02-25 16:08:31,Left
1403,2024-02-25 16:08:31,Left
1404,2024-02-25 16:08:32,Left
1405,2024-02-25 16:08:32,Left
1406,2024-02-25 16:08:32,Left
1407,2024-02-25 16:08:33,Left
1408,2024-02-25 16:08:33,Left
1409,2024-02-25 16:08:33,Left
1410,2024-02-25 16:08:34,Left
1411,2024-02-25 16:08:34,Left
1412,2024-02-25 16:08:34,Left
1413,2024-02-25 16:08:35,Left
1414,2024-02-25 16:08:35,Left
1415,2024-02-25 16:08:35,Left
1416,2024-02-25 16:08:36,Left
1417,2024-02-25 16:08:36,Left
1418,2024-02-25 16:08:36,Left
1419,2024-02-25 16:08:37,Left
1420,2024-02-25 16:08:37,Left
1421,2024-02-25 16:08:37,Left
1422,2024-02-25 16:08:38,Left
1423,2024-02-25 16:08:38,Left
1424,2024-02-25 16:08:38,Left
1425,2024-02-25 16:08:39,Left
1426,2024-02-25 16:08:39,Left
1427,2024-02-25 16:08:39,Straight
1428,2024-02-25 16:08:40,Left
1429,2024-02-25 16:08:40,Left
1430,2024-02-25 16:08:40,Straight
1431,2024-02-25 16:08:41,Left
1432,2024-02-25 16:08:41,Left
1433,2024-02-25 16:08:41,Left
1434,2024-02-25 16:08:42,Left
1435,2024-02-25 16:08:42,Left
1436,2024-02-25 16:08:42,Straight
1437,2024-02-25 16:08:43,Left
1438,2024-02-25 16:08:43,Left
1439,2024-02-25 16:08:43,Left
1440,2024-02-25 16:08:44,Straight
1441,2024-02-25 16:08:44,Left
1442,2024-02-25 16:08:44,Left
1443,2024-02-25 16:08:45,Straight
1444,2024-02-25 16:08:45,Left
1445,2024-02-25 16:08:45,Left
1446,2024-02-25 16:08:46,Left
1447,2024-02-25 16:08:46,Left
1448,2024-02-25 16:08:46,Left
1449,2024-02-25 16:08:47,Left
1450,2024-02-25 16:08:47,Left
1451,2024-02-25 16:08:47,Left
1452,2024-02-25 16:08:48,Straight
1453,2024-02-25 16:08:48,Straight
1454,2024-02-25 16:08:48,Straight
1455,2024-02-25 16:08:49,Straight
1456,2024-02-25 16:08:49,Left
1457,2024-02-25 16:08:49,Straight
1458,2024-02-25 16:08:50,Left
1459,2024-02-25 16:08:50,Straight
1460,2024-02-25 16:08:50,Left
1461,2024-02-25 16:08:51,Left
1462,2024-02-25 16:08:51,Left
1463,2024-02-25 16:08:51,Left
1464,2024-02-25 16:08:52,Straight
1465,2024-02-25 16:08:52,Left
1466,2024-02-25 16:08:52,Left
1467,2024-02-25 16:08:53,Left
1468,2024-02-25 16:08:53,Left
1469,2024-02-25 16:08:53,Left
1470,2024-02-25 16:08:54,Left
1471,2024-02-25 16:08:54,Left
1472,2024-02-25 16:08:54,Left
1473,2024-02-25 16:08:55,Left
1474,2024-02-25 16:08:55,Left
1475,2024-02-25 16:08:55,Left
1476,2024-02-25 16:08:56,Left
1477,2024-02-25 16:08:56,Straight
1478,2024-02-25 16:08:56,Left
1479,2024-02-25 16:08:57,Left
1480,2024-02-25 16:08:57,Left
1481,2024-02-25 16:08:57,Left
1482,2024-02-25 16:08:58,Left
1483,2024-02-25 16:08:58,Left
1484,2024-02-25 16:08:58,Left
1485,2024-02-25 16:08:59,Left
1486,2024-02-25 16:08:59,Left
1487,2024-02-25 16:08:59,Left
1488,2024-02-25 16:09:00,Left
1489,2024-02-25 16:09:00,Straight
1490,2024-02-25 16:09:00,Left
1491,2024-02-25 16:09:01,Straight
1492,2024-02-25 16:09:01,Left
1493,2024-02-25 16:09:01,Straight
1494,2024-02-25 16:09:02,Left
1495,2024-02-25 16:09:02,Left
1496,2024-02-25 16:09:02,Left
1497,2024-02-25 16:09:03,Straight
1498,2024-02-25 16:09:03,Left
1499,2024-02-25 16:09:03,Left
1500,2024-02-25 16:09:04,Left
1501,2024-02-25 16:09:04,Left
1502,2024-02-25 16:09:04,Left
1503,2024-02-25 16:09:05,Left
1504,2024-02-25 16:09:05,Right
1505,2024-02-25 16:09:05,Straight
1506,2024-02-25 16:09:06,Left
1507,2024-02-25 16:09:06,Left
