,Mouth
2024-02-25 20:39:42,Talking
2024-02-25 20:39:45,Closed
2024-02-25 20:39:48,Talking
2024-02-25 20:39:51,Closed
2024-02-25 20:39:54,Closed
2024-02-25 20:39:57,Talking
2024-02-25 20:40:00,Talking
2024-02-25 20:40:03,Closed
2024-02-25 20:40:06,Closed
2024-02-25 20:40:09,Talking
2024-02-25 20:40:12,Talking
2024-02-25 20:40:15,Talking
2024-02-25 20:40:18,Closed
2024-02-25 20:40:21,Talking
2024-02-25 20:40:24,Talking
2024-02-25 20:40:27,Talking
2024-02-25 20:40:30,Talking
2024-02-25 20:40:33,Talking
2024-02-25 20:40:36,Closed
2024-02-25 20:40:39,Talking
2024-02-25 20:40:42,Talking
2024-02-25 20:40:45,Talking
2024-02-25 20:40:48,Talking
2024-02-25 20:40:51,Talking
2024-02-25 20:40:54,Closed
2024-02-25 20:40:57,Talking
2024-02-25 20:41:00,Talking
2024-02-25 20:41:03,Talking
2024-02-25 20:41:06,Talking
2024-02-25 20:41:09,Talking
2024-02-25 20:41:12,Talking
2024-02-25 20:41:15,Talking
2024-02-25 20:41:18,Talking
2024-02-25 20:41:21,Talking
2024-02-25 20:41:24,Talking
2024-02-25 20:41:27,Talking
2024-02-25 20:41:30,Talking
2024-02-25 20:41:33,Closed
2024-02-25 20:41:36,Talking
2024-02-25 20:41:39,Talking
2024-02-25 20:41:42,Talking
2024-02-25 20:41:45,Talking
2024-02-25 20:41:48,Talking
2024-02-25 20:41:51,Talking
2024-02-25 20:41:54,Talking
2024-02-25 20:41:57,Talking
2024-02-25 20:42:00,Talking
2024-02-25 20:42:03,Talking
2024-02-25 20:42:06,Talking
2024-02-25 20:42:09,Talking
2024-02-25 20:42:12,Talking
2024-02-25 20:42:15,Talking
2024-02-25 20:42:18,Talking
2024-02-25 20:42:21,Talking
2024-02-25 20:42:24,Talking
2024-02-25 20:42:27,Talking
2024-02-25 20:42:30,Talking
2024-02-25 20:42:33,Talking
2024-02-25 20:42:36,Talking
2024-02-25 20:42:39,Talking
2024-02-25 20:42:42,Talking
2024-02-25 20:42:45,Talking
