,Direction
2024-02-25 20:13:17,Straight
2024-02-25 20:13:18,Straight
2024-02-25 20:13:19,Straight
2024-02-25 20:13:20,Straight
2024-02-25 20:13:21,Left
2024-02-25 20:13:22,Straight
2024-02-25 20:13:23,Straight
2024-02-25 20:13:24,Straight
2024-02-25 20:13:25,Straight
2024-02-25 20:13:26,Straight
2024-02-25 20:13:27,Straight
2024-02-25 20:13:28,Straight
2024-02-25 20:13:29,Straight
2024-02-25 20:13:30,Straight
2024-02-25 20:13:31,Straight
2024-02-25 20:13:32,Straight
2024-02-25 20:13:33,Straight
2024-02-25 20:13:34,Straight
2024-02-25 20:13:35,Straight
2024-02-25 20:13:36,Straight
2024-02-25 20:13:37,Straight
2024-02-25 20:13:38,Straight
2024-02-25 20:13:39,Straight
2024-02-25 20:13:40,Straight
2024-02-25 20:13:41,Straight
2024-02-25 20:13:42,Left
2024-02-25 20:13:43,Left
2024-02-25 20:13:44,Straight
2024-02-25 20:13:45,Straight
2024-02-25 20:13:46,Straight
2024-02-25 20:13:47,Straight
2024-02-25 20:13:48,Straight
2024-02-25 20:13:49,Left
2024-02-25 20:13:50,Left
2024-02-25 20:13:51,Left
2024-02-25 20:13:52,Left
2024-02-25 20:13:53,Straight
2024-02-25 20:13:54,Straight
2024-02-25 20:13:55,Straight
2024-02-25 20:13:56,Straight
2024-02-25 20:13:57,Straight
2024-02-25 20:13:58,Straight
2024-02-25 20:13:59,Straight
2024-02-25 20:14:00,Straight
2024-02-25 20:14:01,Straight
2024-02-25 20:14:02,Straight
2024-02-25 20:14:03,Straight
2024-02-25 20:14:04,Straight
2024-02-25 20:14:05,Straight
2024-02-25 20:14:06,Left
2024-02-25 20:14:07,Straight
2024-02-25 20:14:08,Straight
2024-02-25 20:14:09,Straight
2024-02-25 20:14:10,Straight
2024-02-25 20:14:11,Left
2024-02-25 20:14:12,Straight
2024-02-25 20:14:13,Straight
2024-02-25 20:14:14,Straight
2024-02-25 20:14:15,Straight
2024-02-25 20:14:16,Straight
2024-02-25 20:14:17,Straight
2024-02-25 20:14:18,Straight
2024-02-25 20:14:19,Left
2024-02-25 20:14:20,Straight
2024-02-25 20:14:21,Straight
2024-02-25 20:14:22,Straight
2024-02-25 20:14:23,Straight
2024-02-25 20:14:24,Straight
2024-02-25 20:14:25,Straight
2024-02-25 20:14:26,Straight
2024-02-25 20:14:27,Straight
2024-02-25 20:14:28,Straight
2024-02-25 20:14:29,Left
2024-02-25 20:14:30,Left
2024-02-25 20:14:31,Left
2024-02-25 20:14:32,Straight
2024-02-25 20:14:33,Left
2024-02-25 20:14:34,Straight
2024-02-25 20:14:35,Straight
2024-02-25 20:14:36,Straight
2024-02-25 20:14:37,Straight
2024-02-25 20:14:38,Straight
2024-02-25 20:14:39,Straight
2024-02-25 20:14:40,Left
2024-02-25 20:14:41,Straight
2024-02-25 20:14:42,Left
2024-02-25 20:14:43,Straight
2024-02-25 20:14:44,Straight
2024-02-25 20:14:45,Straight
2024-02-25 20:14:46,Straight
2024-02-25 20:14:47,Straight
2024-02-25 20:14:48,Straight
2024-02-25 20:14:49,Straight
2024-02-25 20:14:50,Left
2024-02-25 20:14:51,Straight
2024-02-25 20:14:52,Straight
2024-02-25 20:14:53,Straight
2024-02-25 20:14:54,Left
2024-02-25 20:14:55,Straight
2024-02-25 20:14:56,Straight
2024-02-25 20:14:57,Straight
2024-02-25 20:14:58,Straight
2024-02-25 20:14:59,Straight
2024-02-25 20:15:00,Straight
2024-02-25 20:15:01,Straight
2024-02-25 20:15:02,Straight
2024-02-25 20:15:03,Left
2024-02-25 20:15:04,Straight
2024-02-25 20:15:05,Straight
2024-02-25 20:15:06,Straight
2024-02-25 20:15:07,Left
2024-02-25 20:15:08,Straight
2024-02-25 20:15:09,Straight
2024-02-25 20:15:10,Left
2024-02-25 20:15:11,Straight
2024-02-25 20:15:12,Straight
2024-02-25 20:15:13,Left
2024-02-25 20:15:14,Straight
2024-02-25 20:15:15,Straight
2024-02-25 20:15:16,Straight
2024-02-25 20:15:17,Straight
2024-02-25 20:15:18,Left
2024-02-25 20:15:19,Straight
2024-02-25 20:15:20,Straight
2024-02-25 20:15:21,Left
2024-02-25 20:15:22,Straight
2024-02-25 20:15:23,Left
2024-02-25 20:15:24,Straight
2024-02-25 20:15:25,Left
2024-02-25 20:15:26,Straight
2024-02-25 20:15:27,Straight
2024-02-25 20:15:28,Straight
2024-02-25 20:15:29,Left
2024-02-25 20:15:30,Right
2024-02-25 20:15:31,Straight
2024-02-25 20:15:32,Left
2024-02-25 20:15:33,Right
2024-02-25 20:15:34,Left
2024-02-25 20:15:35,Left
2024-02-25 20:15:36,Straight
2024-02-25 20:15:37,Straight
2024-02-25 20:15:38,Straight
2024-02-25 20:15:39,Straight
2024-02-25 20:15:40,Straight
2024-02-25 20:15:41,Straight
2024-02-25 20:15:42,Left
2024-02-25 20:15:43,Straight
2024-02-25 20:15:44,Straight
2024-02-25 20:15:45,Straight
2024-02-25 20:15:46,Straight
2024-02-25 20:15:47,Right
2024-02-25 20:15:48,Left
2024-02-25 20:15:49,Left
2024-02-25 20:15:50,Left
2024-02-25 20:15:51,Straight
2024-02-25 20:15:52,Left
2024-02-25 20:15:53,Right
2024-02-25 20:15:54,Left
2024-02-25 20:15:55,Right
2024-02-25 20:15:56,Right
2024-02-25 20:15:57,Left
2024-02-25 20:15:58,Straight
2024-02-25 20:15:59,Left
2024-02-25 20:16:00,Straight
2024-02-25 20:16:01,Straight
2024-02-25 20:16:02,Straight
2024-02-25 20:16:03,Straight
2024-02-25 20:16:04,Straight
2024-02-25 20:16:05,Straight
2024-02-25 20:16:06,Left
2024-02-25 20:16:07,Straight
2024-02-25 20:16:08,Straight
2024-02-25 20:16:09,Straight
2024-02-25 20:16:10,Left
2024-02-25 20:16:11,Straight
2024-02-25 20:16:12,Straight
2024-02-25 20:16:13,Left
2024-02-25 20:16:14,Straight
2024-02-25 20:16:15,Straight
2024-02-25 20:16:16,Left
2024-02-25 20:16:17,Left
2024-02-25 20:16:18,Straight
2024-02-25 20:16:19,Left
2024-02-25 20:16:20,Straight
2024-02-25 20:16:21,Straight
2024-02-25 20:16:22,Straight
2024-02-25 20:16:23,Straight
2024-02-25 20:16:24,Right
2024-02-25 20:16:25,Right
2024-02-25 20:16:26,Straight
2024-02-25 20:16:27,Straight
2024-02-25 20:16:28,Straight
2024-02-25 20:16:29,Straight
2024-02-25 20:16:30,Straight
2024-02-25 20:16:31,Straight
2024-02-25 20:16:32,Straight
2024-02-25 20:16:33,Left
2024-02-25 20:16:34,Left
2024-02-25 20:16:35,Left
2024-02-25 20:16:36,Left
2024-02-25 20:16:37,Left
2024-02-25 20:16:38,Left
2024-02-25 20:16:39,Left
2024-02-25 20:16:40,Left
2024-02-25 20:16:41,Straight
2024-02-25 20:16:42,Straight
2024-02-25 20:16:43,Left
2024-02-25 20:16:44,Left
2024-02-25 20:16:45,Left
2024-02-25 20:16:46,Left
2024-02-25 20:16:47,Straight
2024-02-25 20:16:48,Left
2024-02-25 20:16:49,Straight
2024-02-25 20:16:50,Straight
2024-02-25 20:16:51,Straight
2024-02-25 20:16:52,Left
2024-02-25 20:16:53,Straight
2024-02-25 20:16:54,Straight
2024-02-25 20:16:55,Straight
2024-02-25 20:16:56,Straight
2024-02-25 20:16:57,Straight
2024-02-25 20:16:58,Straight
2024-02-25 20:16:59,Straight
2024-02-25 20:17:00,Straight
2024-02-25 20:17:01,Straight
2024-02-25 20:17:02,Straight
2024-02-25 20:17:03,Straight
2024-02-25 20:17:04,Straight
2024-02-25 20:17:05,Straight
2024-02-25 20:17:06,Straight
2024-02-25 20:17:07,Straight
2024-02-25 20:17:08,Straight
2024-02-25 20:17:09,Straight
2024-02-25 20:17:10,Straight
2024-02-25 20:17:11,Straight
2024-02-25 20:17:12,Straight
2024-02-25 20:17:13,Straight
2024-02-25 20:17:14,Straight
2024-02-25 20:17:15,Left
2024-02-25 20:17:16,Straight
2024-02-25 20:17:17,Straight
2024-02-25 20:17:18,Straight
2024-02-25 20:17:19,Straight
2024-02-25 20:17:20,Straight
2024-02-25 20:17:21,Straight
2024-02-25 20:17:22,Straight
2024-02-25 20:17:23,Straight
2024-02-25 20:17:24,Straight
2024-02-25 20:17:25,Straight
2024-02-25 20:17:26,Left
2024-02-25 20:17:27,Straight
2024-02-25 20:17:28,Straight
2024-02-25 20:17:29,Straight
2024-02-25 20:17:30,Straight
2024-02-25 20:17:31,Straight
2024-02-25 20:17:32,Straight
2024-02-25 20:17:33,Left
2024-02-25 20:17:34,Straight
2024-02-25 20:17:35,Straight
2024-02-25 20:17:36,Straight
2024-02-25 20:17:37,Straight
2024-02-25 20:17:38,Straight
2024-02-25 20:17:39,Straight
2024-02-25 20:17:40,Left
2024-02-25 20:17:41,Straight
2024-02-25 20:17:42,Left
2024-02-25 20:17:43,Straight
2024-02-25 20:17:44,Straight
2024-02-25 20:17:45,Straight
2024-02-25 20:17:46,Straight
2024-02-25 20:17:47,Straight
2024-02-25 20:17:48,Left
2024-02-25 20:17:49,Straight
2024-02-25 20:17:50,Left
2024-02-25 20:17:51,Straight
2024-02-25 20:17:52,Straight
2024-02-25 20:17:53,Straight
2024-02-25 20:17:54,Straight
2024-02-25 20:17:55,Straight
2024-02-25 20:17:56,Straight
2024-02-25 20:17:57,Straight
2024-02-25 20:17:58,Straight
2024-02-25 20:17:59,Straight
2024-02-25 20:18:00,Left
2024-02-25 20:18:01,Left
2024-02-25 20:18:02,Straight
2024-02-25 20:18:03,Straight
2024-02-25 20:18:04,Left
2024-02-25 20:18:05,Left
2024-02-25 20:18:06,Straight
2024-02-25 20:18:07,Straight
2024-02-25 20:18:08,Left
2024-02-25 20:18:09,Straight
2024-02-25 20:18:10,Straight
2024-02-25 20:18:11,Straight
2024-02-25 20:18:12,Straight
2024-02-25 20:18:13,Straight
2024-02-25 20:18:14,Straight
2024-02-25 20:18:15,Straight
2024-02-25 20:18:16,Straight
2024-02-25 20:18:17,Straight
2024-02-25 20:18:18,Straight
2024-02-25 20:18:19,Straight
2024-02-25 20:18:20,Straight
2024-02-25 20:18:21,Straight
2024-02-25 20:18:22,Straight
2024-02-25 20:18:23,Straight
2024-02-25 20:18:24,Left
2024-02-25 20:18:25,Straight
2024-02-25 20:18:26,Straight
2024-02-25 20:18:27,Straight
2024-02-25 20:18:28,Straight
2024-02-25 20:18:29,Straight
2024-02-25 20:18:30,Straight
2024-02-25 20:18:31,Straight
2024-02-25 20:18:32,Straight
2024-02-25 20:18:33,Straight
2024-02-25 20:18:34,Straight
2024-02-25 20:18:35,Straight
2024-02-25 20:18:36,Straight
2024-02-25 20:18:37,Straight
2024-02-25 20:18:38,Straight
2024-02-25 20:18:39,Straight
2024-02-25 20:18:40,Straight
2024-02-25 20:18:41,Right
2024-02-25 20:18:42,Left
2024-02-25 20:18:43,Straight
2024-02-25 20:18:44,Straight
2024-02-25 20:18:45,Straight
2024-02-25 20:18:46,Straight
2024-02-25 20:18:47,Straight
2024-02-25 20:18:48,Straight
2024-02-25 20:18:49,Left
2024-02-25 20:18:50,Straight
2024-02-25 20:18:51,Straight
2024-02-25 20:18:52,Straight
2024-02-25 20:18:53,Straight
2024-02-25 20:18:54,Straight
2024-02-25 20:18:55,Straight
2024-02-25 20:18:56,Straight
2024-02-25 20:18:57,Left
2024-02-25 20:18:58,Straight
2024-02-25 20:18:59,Straight
2024-02-25 20:19:00,Straight
2024-02-25 20:19:01,Straight
2024-02-25 20:19:02,Straight
2024-02-25 20:19:03,Straight
2024-02-25 20:19:04,Straight
2024-02-25 20:19:05,Straight
2024-02-25 20:19:06,Straight
2024-02-25 20:19:07,Straight
2024-02-25 20:19:08,Straight
2024-02-25 20:19:09,Straight
2024-02-25 20:19:10,Left
2024-02-25 20:19:11,Straight
2024-02-25 20:19:12,Left
2024-02-25 20:19:13,Straight
2024-02-25 20:19:14,Straight
2024-02-25 20:19:15,Left
2024-02-25 20:19:16,Straight
2024-02-25 20:19:17,Straight
2024-02-25 20:19:18,Straight
2024-02-25 20:19:19,Straight
2024-02-25 20:19:20,Left
2024-02-25 20:19:21,Left
2024-02-25 20:19:22,Left
2024-02-25 20:19:23,Left
2024-02-25 20:19:24,Straight
2024-02-25 20:19:25,Left
2024-02-25 20:19:26,Straight
2024-02-25 20:19:27,Straight
2024-02-25 20:19:28,Left
2024-02-25 20:19:29,Left
2024-02-25 20:19:30,Left
2024-02-25 20:19:31,Straight
2024-02-25 20:19:32,Straight
2024-02-25 20:19:33,Straight
2024-02-25 20:19:34,Straight
2024-02-25 20:19:35,Straight
2024-02-25 20:19:36,Straight
2024-02-25 20:19:37,Straight
2024-02-25 20:19:38,Left
2024-02-25 20:19:39,Straight
2024-02-25 20:19:40,Left
2024-02-25 20:19:41,Straight
2024-02-25 20:19:42,Straight
2024-02-25 20:19:43,Straight
2024-02-25 20:19:44,Straight
2024-02-25 20:19:45,Straight
2024-02-25 20:19:46,Straight
2024-02-25 20:19:47,Straight
2024-02-25 20:19:48,Right
2024-02-25 20:19:49,Straight
2024-02-25 20:19:50,Straight
2024-02-25 20:19:51,Straight
2024-02-25 20:19:52,Left
2024-02-25 20:19:53,Straight
2024-02-25 20:19:54,Straight
2024-02-25 20:19:55,Right
2024-02-25 20:19:56,Left
2024-02-25 20:19:57,Straight
2024-02-25 20:19:58,Straight
2024-02-25 20:19:59,Right
2024-02-25 20:20:00,Straight
2024-02-25 20:20:01,Straight
2024-02-25 20:20:02,Left
2024-02-25 20:20:03,Left
2024-02-25 20:20:04,Straight
2024-02-25 20:20:05,Straight
2024-02-25 20:20:06,Straight
2024-02-25 20:20:07,Left
2024-02-25 20:20:08,Straight
2024-02-25 20:20:09,Straight
2024-02-25 20:20:10,Straight
2024-02-25 20:20:11,Straight
2024-02-25 20:20:12,Straight
2024-02-25 20:20:13,Straight
2024-02-25 20:20:14,Straight
2024-02-25 20:20:15,Straight
2024-02-25 20:20:16,Straight
2024-02-25 20:20:17,Left
2024-02-25 20:20:18,Left
2024-02-25 20:20:19,Left
2024-02-25 20:20:20,Left
2024-02-25 20:20:21,Straight
2024-02-25 20:20:22,Left
2024-02-25 20:20:23,Straight
2024-02-25 20:20:24,Straight
2024-02-25 20:20:25,Straight
2024-02-25 20:20:26,Straight
2024-02-25 20:20:27,Straight
2024-02-25 20:20:28,Straight
2024-02-25 20:20:29,Straight
2024-02-25 20:20:30,Left
2024-02-25 20:20:31,Straight
2024-02-25 20:20:32,Straight
2024-02-25 20:20:33,Straight
2024-02-25 20:20:34,Straight
2024-02-25 20:20:35,Left
2024-02-25 20:20:36,Straight
2024-02-25 20:20:37,Straight
2024-02-25 20:20:38,Straight
2024-02-25 20:20:39,Straight
2024-02-25 20:20:40,Straight
2024-02-25 20:20:41,Left
2024-02-25 20:20:42,Straight
2024-02-25 20:20:43,Left
2024-02-25 20:20:44,Left
2024-02-25 20:20:45,Straight
2024-02-25 20:20:46,Straight
2024-02-25 20:20:47,Straight
2024-02-25 20:20:48,Left
2024-02-25 20:20:49,Straight
2024-02-25 20:20:50,Straight
2024-02-25 20:20:51,Straight
2024-02-25 20:20:52,Left
2024-02-25 20:20:53,Straight
2024-02-25 20:20:54,Straight
2024-02-25 20:20:55,Straight
2024-02-25 20:20:56,Right
2024-02-25 20:20:57,Left
2024-02-25 20:20:58,Left
2024-02-25 20:20:59,Straight
2024-02-25 20:21:00,Straight
2024-02-25 20:21:01,Straight
2024-02-25 20:21:02,Straight
2024-02-25 20:21:03,Straight
2024-02-25 20:21:04,Straight
2024-02-25 20:21:05,Straight
2024-02-25 20:21:06,Left
2024-02-25 20:21:07,Left
2024-02-25 20:21:08,Left
2024-02-25 20:21:09,Left
2024-02-25 20:21:10,Left
2024-02-25 20:21:11,Left
2024-02-25 20:21:12,Straight
2024-02-25 20:21:13,Left
2024-02-25 20:21:14,Straight
2024-02-25 20:21:15,Straight
2024-02-25 20:21:16,Straight
2024-02-25 20:21:17,Straight
2024-02-25 20:21:18,Straight
2024-02-25 20:21:19,Straight
2024-02-25 20:21:20,Straight
2024-02-25 20:21:21,Straight
2024-02-25 20:21:22,Straight
2024-02-25 20:21:23,Straight
2024-02-25 20:21:24,Straight
2024-02-25 20:21:25,Left
2024-02-25 20:21:26,Straight
2024-02-25 20:21:27,Left
2024-02-25 20:21:28,Straight
2024-02-25 20:21:29,Straight
2024-02-25 20:21:30,Straight
2024-02-25 20:21:31,Straight
2024-02-25 20:21:32,Straight
2024-02-25 20:21:33,Straight
2024-02-25 20:21:34,Straight
2024-02-25 20:21:35,Straight
2024-02-25 20:21:36,Straight
2024-02-25 20:21:37,Straight
2024-02-25 20:21:38,Left
2024-02-25 20:21:39,Straight
2024-02-25 20:21:40,Straight
2024-02-25 20:21:41,Straight
2024-02-25 20:21:42,Straight
2024-02-25 20:21:43,Left
2024-02-25 20:21:44,Straight
2024-02-25 20:21:45,Straight
2024-02-25 20:21:46,Straight
2024-02-25 20:21:47,Straight
2024-02-25 20:21:48,Straight
2024-02-25 20:21:49,Left
2024-02-25 20:21:50,Left
2024-02-25 20:21:51,Straight
2024-02-25 20:21:52,Straight
2024-02-25 20:21:53,Right
2024-02-25 20:21:54,Left
2024-02-25 20:21:55,Straight
2024-02-25 20:21:56,Straight
2024-02-25 20:21:57,Straight
2024-02-25 20:21:58,Straight
2024-02-25 20:21:59,Left
2024-02-25 20:22:00,Left
2024-02-25 20:22:01,Left
2024-02-25 20:22:02,Straight
2024-02-25 20:22:03,Right
2024-02-25 20:22:04,Right
2024-02-25 20:22:36,Straight
2024-02-25 20:22:37,Straight
2024-02-25 20:22:38,Straight
2024-02-25 20:22:39,Straight
2024-02-25 20:22:40,Straight
2024-02-25 20:22:41,Straight
2024-02-25 20:22:42,Straight
2024-02-25 20:22:43,Straight
2024-02-25 20:22:44,Straight
2024-02-25 20:22:45,Left
2024-02-25 20:22:46,Straight
2024-02-25 20:22:47,Straight
2024-02-25 20:22:48,Straight
2024-02-25 20:22:49,Straight
2024-02-25 20:22:50,Straight
2024-02-25 20:22:51,Straight
2024-02-25 20:22:52,Straight
2024-02-25 20:22:53,Straight
2024-02-25 20:22:54,Left
2024-02-25 20:22:55,Straight
2024-02-25 20:22:56,Left
2024-02-25 20:23:36,Straight
2024-02-25 20:23:37,Straight
2024-02-25 20:23:38,Straight
2024-02-25 20:23:39,Straight
2024-02-25 20:23:40,Left
2024-02-25 20:23:41,Straight
2024-02-25 20:23:42,Straight
2024-02-25 20:23:43,Straight
2024-02-25 20:23:44,Left
2024-02-25 20:23:45,Left
2024-02-25 20:23:46,Straight
2024-02-25 20:23:47,Straight
2024-02-25 20:23:48,Left
2024-02-25 20:23:49,Straight
2024-02-25 20:23:50,Straight
2024-02-25 20:23:51,Left
2024-02-25 20:23:52,Straight
2024-02-25 20:23:53,Left
2024-02-25 20:23:54,Straight
2024-02-25 20:23:55,Straight
2024-02-25 20:23:56,Left
2024-02-25 20:23:57,Straight
2024-02-25 20:23:58,Left
2024-02-25 20:23:59,Straight
2024-02-25 20:24:00,Straight
2024-02-25 20:24:01,Straight
2024-02-25 20:24:02,Left
2024-02-25 20:24:03,Left
2024-02-25 20:24:04,Left
2024-02-25 20:24:05,Left
2024-02-25 20:24:06,Straight
2024-02-25 20:24:07,Straight
2024-02-25 20:24:08,Straight
2024-02-25 20:24:09,Straight
2024-02-25 20:24:10,Straight
2024-02-25 20:24:11,Straight
2024-02-25 20:24:12,Straight
2024-02-25 20:24:13,Straight
2024-02-25 20:24:14,Straight
2024-02-25 20:24:15,Straight
2024-02-25 20:24:16,Straight
2024-02-25 20:24:17,Straight
2024-02-25 20:24:18,Left
2024-02-25 20:24:19,Left
2024-02-25 20:24:20,Straight
2024-02-25 20:24:21,Straight
2024-02-25 20:24:22,Straight
2024-02-25 20:24:23,Straight
2024-02-25 20:24:24,Straight
2024-02-25 20:24:25,Left
2024-02-25 20:24:26,Straight
2024-02-25 20:24:27,Straight
2024-02-25 20:24:28,Straight
2024-02-25 20:24:29,Straight
2024-02-25 20:24:30,Straight
2024-02-25 20:24:31,Straight
2024-02-25 20:24:32,Straight
2024-02-25 20:24:33,Straight
2024-02-25 20:24:34,Straight
2024-02-25 20:24:35,Straight
2024-02-25 20:24:36,Left
2024-02-25 20:24:37,Straight
2024-02-25 20:24:38,Left
2024-02-25 20:24:39,Left
2024-02-25 20:24:40,Straight
2024-02-25 20:24:41,Left
2024-02-25 20:24:42,Left
2024-02-25 20:24:43,Straight
2024-02-25 20:24:44,Straight
2024-02-25 20:24:45,Straight
2024-02-25 20:24:46,Straight
2024-02-25 20:24:47,Straight
2024-02-25 20:24:48,Straight
2024-02-25 20:24:49,Straight
2024-02-25 20:24:50,Straight
2024-02-25 20:24:51,Straight
2024-02-25 20:24:52,Straight
2024-02-25 20:24:53,Straight
2024-02-25 20:24:54,Straight
2024-02-25 20:24:55,Left
2024-02-25 20:24:56,Straight
2024-02-25 20:24:57,Straight
2024-02-25 20:24:58,Straight
2024-02-25 20:24:59,Left
2024-02-25 20:25:00,Left
2024-02-25 20:25:01,Straight
2024-02-25 20:25:02,Straight
2024-02-25 20:25:03,Left
2024-02-25 20:25:04,Straight
2024-02-25 20:25:05,Straight
2024-02-25 20:25:06,Straight
2024-02-25 20:25:07,Straight
2024-02-25 20:25:08,Straight
2024-02-25 20:25:09,Left
2024-02-25 20:25:10,Left
2024-02-25 20:25:11,Right
2024-02-25 20:25:12,Left
2024-02-25 20:25:13,Right
2024-02-25 20:25:14,Straight
2024-02-25 20:25:15,Left
2024-02-25 20:25:16,Straight
2024-02-25 20:25:17,Straight
2024-02-25 20:25:18,Straight
2024-02-25 20:25:19,Straight
2024-02-25 20:25:20,Straight
2024-02-25 20:25:21,Straight
2024-02-25 20:25:22,Straight
2024-02-25 20:25:23,Straight
2024-02-25 20:25:24,Straight
2024-02-25 20:25:25,Straight
2024-02-25 20:25:26,Straight
2024-02-25 20:25:27,Straight
2024-02-25 20:25:28,Straight
2024-02-25 20:25:29,Straight
2024-02-25 20:25:30,Straight
2024-02-25 20:25:31,Straight
2024-02-25 20:25:32,Left
2024-02-25 20:25:33,Left
2024-02-25 20:25:34,Straight
2024-02-25 20:25:35,Left
2024-02-25 20:25:36,Left
2024-02-25 20:25:37,Left
2024-02-25 20:25:38,Straight
2024-02-25 20:25:39,Straight
2024-02-25 20:25:40,Left
2024-02-25 20:25:41,Straight
2024-02-25 20:25:42,Straight
2024-02-25 20:25:43,Straight
2024-02-25 20:25:44,Straight
2024-02-25 20:25:45,Straight
2024-02-25 20:25:46,Straight
2024-02-25 20:25:47,Straight
2024-02-25 20:25:48,Straight
2024-02-25 20:25:49,Straight
2024-02-25 20:25:50,Straight
2024-02-25 20:25:51,Straight
2024-02-25 20:25:52,Straight
2024-02-25 20:25:53,Straight
2024-02-25 20:25:54,Straight
2024-02-25 20:25:55,Straight
2024-02-25 20:25:56,Straight
2024-02-25 20:25:57,Straight
2024-02-25 20:25:58,Straight
2024-02-25 20:25:59,Straight
2024-02-25 20:26:00,Straight
2024-02-25 20:26:01,Straight
2024-02-25 20:26:02,Straight
2024-02-25 20:26:03,Left
2024-02-25 20:26:04,Right
2024-02-25 20:26:05,Right
2024-02-25 20:26:06,Right
2024-02-25 20:26:07,Left
2024-02-25 20:26:08,Left
2024-02-25 20:26:09,Left
2024-02-25 20:26:10,Left
2024-02-25 20:26:11,Straight
2024-02-25 20:26:12,Straight
2024-02-25 20:26:13,Straight
2024-02-25 20:26:14,Left
2024-02-25 20:26:15,Straight
2024-02-25 20:26:16,Straight
2024-02-25 20:26:17,Straight
2024-02-25 20:26:18,Straight
2024-02-25 20:26:19,Straight
2024-02-25 20:26:20,Straight
2024-02-25 20:26:21,Straight
2024-02-25 20:26:22,Straight
2024-02-25 20:26:23,Straight
2024-02-25 20:26:24,Straight
2024-02-25 20:26:25,Left
2024-02-25 20:26:26,Left
2024-02-25 20:26:27,Left
2024-02-25 20:26:28,Left
2024-02-25 20:26:29,Straight
2024-02-25 20:26:30,Left
2024-02-25 20:26:31,Straight
2024-02-25 20:26:32,Straight
2024-02-25 20:26:33,Straight
2024-02-25 20:26:34,Left
2024-02-25 20:26:35,Left
2024-02-25 20:26:36,Straight
2024-02-25 20:26:37,Left
2024-02-25 20:26:38,Straight
2024-02-25 20:26:39,Straight
2024-02-25 20:26:40,Straight
2024-02-25 20:26:41,Straight
2024-02-25 20:26:42,Straight
2024-02-25 20:26:43,Straight
2024-02-25 20:26:44,Left
2024-02-25 20:26:45,Straight
2024-02-25 20:26:46,Left
2024-02-25 20:26:47,Left
2024-02-25 20:26:48,Left
2024-02-25 20:26:49,Straight
2024-02-25 20:26:50,Straight
2024-02-25 20:26:51,Straight
2024-02-25 20:26:52,Left
2024-02-25 20:26:53,Left
2024-02-25 20:26:54,Straight
2024-02-25 20:26:55,Left
2024-02-25 20:26:56,Left
2024-02-25 20:26:57,Right
2024-02-25 20:26:58,Left
2024-02-25 20:26:59,Left
2024-02-25 20:27:00,Straight
2024-02-25 20:27:01,Left
2024-02-25 20:27:02,Left
2024-02-25 20:27:03,Left
2024-02-25 20:27:04,Left
2024-02-25 20:27:05,Left
2024-02-25 20:27:06,Straight
2024-02-25 20:27:07,Straight
2024-02-25 20:27:08,Straight
2024-02-25 20:27:09,Straight
2024-02-25 20:27:10,Left
2024-02-25 20:27:11,Straight
2024-02-25 20:27:12,Left
2024-02-25 20:27:13,Right
2024-02-25 20:27:14,Left
2024-02-25 20:27:15,Left
2024-02-25 20:27:16,Left
2024-02-25 20:27:17,Left
2024-02-25 20:27:18,Left
2024-02-25 20:27:19,Left
2024-02-25 20:27:20,Left
2024-02-25 20:27:21,Left
2024-02-25 20:27:22,Left
2024-02-25 20:27:23,Straight
2024-02-25 20:27:24,Left
2024-02-25 20:27:25,Straight
2024-02-25 20:27:26,Left
2024-02-25 20:27:27,Straight
2024-02-25 20:27:28,Straight
2024-02-25 20:27:29,Straight
2024-02-25 20:27:30,Straight
2024-02-25 20:27:31,Straight
2024-02-25 20:27:32,Straight
2024-02-25 20:27:33,Straight
2024-02-25 20:27:34,Straight
2024-02-25 20:27:35,Straight
2024-02-25 20:27:36,Straight
2024-02-25 20:27:37,Straight
2024-02-25 20:27:38,Straight
2024-02-25 20:27:39,Straight
2024-02-25 20:27:40,Left
2024-02-25 20:27:41,Straight
2024-02-25 20:27:42,Left
2024-02-25 20:27:43,Straight
2024-02-25 20:27:44,Left
2024-02-25 20:27:45,Left
2024-02-25 20:27:46,Left
2024-02-25 20:27:47,Left
2024-02-25 20:27:48,Straight
2024-02-25 20:27:49,Straight
2024-02-25 20:27:50,Straight
2024-02-25 20:27:51,Straight
2024-02-25 20:27:52,Straight
2024-02-25 20:27:53,Straight
2024-02-25 20:27:54,Straight
2024-02-25 20:27:55,Straight
2024-02-25 20:27:56,Straight
2024-02-25 20:27:57,Straight
2024-02-25 20:27:58,Left
2024-02-25 20:27:59,Left
2024-02-25 20:28:00,Left
2024-02-25 20:28:01,Left
2024-02-25 20:28:02,Left
2024-02-25 20:28:03,Left
2024-02-25 20:28:04,Left
2024-02-25 20:28:05,Left
2024-02-25 20:28:06,Straight
2024-02-25 20:28:07,Straight
2024-02-25 20:28:08,Straight
2024-02-25 20:28:09,Straight
2024-02-25 20:28:10,Straight
2024-02-25 20:28:11,Left
2024-02-25 20:28:12,Straight
2024-02-25 20:28:13,Straight
2024-02-25 20:28:14,Straight
2024-02-25 20:28:15,Straight
2024-02-25 20:28:16,Straight
2024-02-25 20:28:17,Straight
2024-02-25 20:28:18,Right
2024-02-25 20:28:19,Straight
2024-02-25 20:28:20,Straight
2024-02-25 20:28:21,Straight
2024-02-25 20:28:22,Straight
2024-02-25 20:28:23,Straight
